Location,Date,Time,Weather,Temperature (°C),Humidity (%),Wind (km/h),Pressure (mb),PM2.5 (µg/m³),Pm10 (µg/m³),AQI Value
stampfenbachstrasse,21/04/2021,12:00:01,Clear sky,11,58,2.8,1016,N/A,23.3, 21 
stampfenbachstrasse,21/04/2021,13:00:01,Clear sky,11,58,2.8,1016,12,18.7, 50 
stampfenbachstrasse,21/04/2021,14:00:02,Clear sky,16,39,1.8,1016,N/A,18.4, 32 
stampfenbachstrasse,21/04/2021,15:00:01,Clear sky,16,39,1.8,1016,11,16.5, 45 
stampfenbachstrasse,21/04/2021,16:00:01,Few clouds,16,31,5.5,1015,N/A,14.6, 42 
stampfenbachstrasse,21/04/2021,17:00:02,Few clouds,16,31,5.5,1015,8,12.2, 42 
stampfenbachstrasse,21/04/2021,18:00:01,Scattered clouds,17,27,7.4,1014,N/A,14.1, 42 
stampfenbachstrasse,21/04/2021,19:00:01,Scattered clouds,17,27,7.4,1014,10,15.1, 41 
stampfenbachstrasse,21/04/2021,20:00:01,Scattered clouds,17,27,7.4,1014,N/A,12.2, 43 
stampfenbachstrasse,21/04/2021,21:00:01,Broken clouds,13,39,13,1015,N/A,12.5, 40 
stampfenbachstrasse,21/04/2021,22:00:02,Broken clouds,13,39,13,1015,9,14.3, 40 
stampfenbachstrasse,21/04/2021,23:00:01,Broken clouds,13,39,13,1015,N/A,13.5, 40 
stampfenbachstrasse,22/04/2021,00:00:01,Broken clouds,9,62,9.3,1017,8,13.4, 41 
stampfenbachstrasse,22/04/2021,01:00:01,Broken clouds,9,62,9.3,1017,8,13.4, 41 
stampfenbachstrasse,22/04/2021,02:00:01,Scattered clouds,7,76,2.7,1017,8,13.4, 41 
stampfenbachstrasse,22/04/2021,03:00:01,Scattered clouds,7,76,2.7,1017,7,10.4, 32 
stampfenbachstrasse,22/04/2021,04:00:01,Scattered clouds,7,81,1.8,1018,N/A,10.2, 30 
stampfenbachstrasse,22/04/2021,05:00:01,Scattered clouds,7,81,1.8,1018,7,10.2, 29 
stampfenbachstrasse,22/04/2021,06:00:01,Broken clouds,7,87,5.5,1018,N/A,10.7, 25 
stampfenbachstrasse,22/04/2021,07:00:01,Broken clouds,7,87,5.5,1018,7,11.9, 29 
stampfenbachstrasse,22/04/2021,08:00:01,Broken clouds,7,87,5.5,1018,N/A,12.5, 22 
stampfenbachstrasse,22/04/2021,09:00:01,Broken clouds,7,87,1.8,1019,N/A,16.4, 15 
stampfenbachstrasse,22/04/2021,10:00:02,Broken clouds,7,87,1.8,1019,14,21.9, 55 
stampfenbachstrasse,22/04/2021,11:00:02,Broken clouds,7,87,1.8,1019,N/A,18.9, 23 
stampfenbachstrasse,22/04/2021,12:00:02,Few clouds,13,58,1.8,1020,N/A,17.5, 31 
stampfenbachstrasse,22/04/2021,13:00:01,Few clouds,13,58,1.8,1020,12,18.4, 50 
stampfenbachstrasse,22/04/2021,14:00:01,Few clouds,13,58,1.8,1020,N/A,21.1, 36 
stampfenbachstrasse,22/04/2021,15:00:02,Broken clouds,15,44,9.3,1020,13,20.7, 53 
stampfenbachstrasse,22/04/2021,16:00:02,Broken clouds,15,44,9.3,1020,13,21.3, 53 
stampfenbachstrasse,22/04/2021,17:00:01,Broken clouds,14,51,24.1,1020,N/A,16.8, 40 
stampfenbachstrasse,22/04/2021,18:00:01,Broken clouds,14,51,24.1,1020,12,18.1, 50 
stampfenbachstrasse,22/04/2021,19:00:01,Few clouds,15,44,9.3,1020,N/A,19.6, 38 
stampfenbachstrasse,22/04/2021,20:00:01,Few clouds,15,44,9.3,1020,13,20.5, 53 
stampfenbachstrasse,22/04/2021,21:00:02,Scattered clouds,12,54,13,1021,N/A,18.4, 37 
stampfenbachstrasse,22/04/2021,22:00:02,Scattered clouds,12,54,13,1021,9,14.8, 39 
stampfenbachstrasse,22/04/2021,23:00:02,Broken clouds,11,62,11.1,1022,N/A,15.4, 37 
stampfenbachstrasse,23/04/2021,00:00:01,Broken clouds,11,62,11.1,1022,12,18.2, 50 
stampfenbachstrasse,23/04/2021,01:00:01,Broken clouds,11,62,11.1,1022,12,18.2, 50 
stampfenbachstrasse,23/04/2021,02:00:01,Clear sky,7,76,3.7,1023,12,18.2, 50 
stampfenbachstrasse,23/04/2021,03:00:01,Clear sky,7,76,3.7,1023,10,14.9, 41 
stampfenbachstrasse,23/04/2021,04:00:01,Few clouds,4,70,3.7,1023,N/A,15.5, 27 
stampfenbachstrasse,23/04/2021,05:00:01,Few clouds,4,70,3.7,1023,9,13.8, 37 
stampfenbachstrasse,23/04/2021,06:00:01,Clear sky,3,65,3.7,1023,N/A,13.3, 24 
stampfenbachstrasse,23/04/2021,07:00:01,Clear sky,3,65,3.7,1023,9,13.6, 37 
stampfenbachstrasse,23/04/2021,08:00:01,Clear sky,2,70,3.3,1024,N/A,15.1, 15 
stampfenbachstrasse,23/04/2021,09:00:01,Clear sky,2,70,3.3,1024,13,17.7, 53 
stampfenbachstrasse,23/04/2021,10:00:01,Clear sky,7,57,4.6,1025,N/A,23.7, 22 
stampfenbachstrasse,23/04/2021,11:00:01,Clear sky,7,57,4.6,1025,N/A,21.8, 20 
stampfenbachstrasse,23/04/2021,12:00:01,Clear sky,7,57,4.6,1025,N/A,20.4, 22 
stampfenbachstrasse,23/04/2021,13:00:01,Clear sky,13,47,13,1025,N/A,22.7, 27 
stampfenbachstrasse,23/04/2021,14:00:01,Clear sky,13,47,13,1025,13,21.2, 53 
stampfenbachstrasse,23/04/2021,15:00:02,Clear sky,13,47,13,1025,N/A,15.9, 36 
stampfenbachstrasse,23/04/2021,16:00:01,Clear sky,15,25,9.3,1024,8,12.7, 39 
stampfenbachstrasse,23/04/2021,17:00:01,Clear sky,15,25,9.3,1024,9,13.5, 38 
stampfenbachstrasse,23/04/2021,18:00:01,Clear sky,17,24,13,1023,N/A,12.6, 38 
stampfenbachstrasse,23/04/2021,19:00:01,Clear sky,17,24,13,1023,8,11.6, 39 
stampfenbachstrasse,23/04/2021,20:00:01,Clear sky,16,19,16.7,1023,N/A,10.4, 38 
stampfenbachstrasse,23/04/2021,21:00:01,Clear sky,16,19,16.7,1023,6,10.1, 39 
stampfenbachstrasse,23/04/2021,22:00:01,Clear sky,13,24,7.4,1023,N/A,10.3, 35 
stampfenbachstrasse,23/04/2021,23:00:01,Clear sky,13,24,7.4,1023,8,13, 35 
stampfenbachstrasse,24/04/2021,00:00:01,Clear sky,10,43,3.6,1024,N/A,16.6, 36 
stampfenbachstrasse,24/04/2021,01:00:01,Clear sky,10,43,3.6,1024,N/A,16.6, 36 
stampfenbachstrasse,24/04/2021,02:00:01,Clear sky,10,43,3.6,1024,N/A,16.6, 36 
stampfenbachstrasse,24/04/2021,03:00:01,Clear sky,5,56,2.3,1023,12,18.1, 50 
stampfenbachstrasse,24/04/2021,04:00:01,Clear sky,5,56,2.3,1023,11,15.5, 45 
stampfenbachstrasse,24/04/2021,05:00:01,Scattered clouds,3,70,2.2,1023,N/A,16.1, 26 
stampfenbachstrasse,24/04/2021,06:00:01,Scattered clouds,3,70,2.2,1023,13,17.8, 53 
stampfenbachstrasse,24/04/2021,07:00:01,Few clouds,2,75,1.9,1023,N/A,16.6, 23 
stampfenbachstrasse,24/04/2021,08:00:01,Few clouds,2,75,1.9,1023,11,16.8, 45 
stampfenbachstrasse,24/04/2021,09:00:01,Few clouds,5,75,1.9,1023,N/A,18.1, 17 
stampfenbachstrasse,24/04/2021,10:00:01,Few clouds,5,75,1.9,1023,13,19.5, 53 
stampfenbachstrasse,24/04/2021,11:00:01,Few clouds,5,75,1.9,1023,N/A,20.9, 19 
stampfenbachstrasse,24/04/2021,12:00:01,Clear sky,13,44,3.7,1023,N/A,20.9, 20 
stampfenbachstrasse,24/04/2021,13:00:01,Clear sky,13,44,3.7,1023,N/A,N/A, 31 
stampfenbachstrasse,24/04/2021,14:00:01,Clear sky,13,44,3.7,1023,N/A,20.4, 38 
stampfenbachstrasse,24/04/2021,15:00:01,Clear sky,18,36,5.5,1021,N/A,N/A, 44 
stampfenbachstrasse,24/04/2021,16:00:01,Clear sky,18,36,5.5,1021,N/A,18.2, 45 
stampfenbachstrasse,24/04/2021,17:00:00,Clear sky,18,36,5.5,1021,N/A,16.2, 48 
stampfenbachstrasse,24/04/2021,18:00:01,Clear sky,20,26,11.1,1019,N/A,16.3, 49 
stampfenbachstrasse,24/04/2021,19:00:01,Clear sky,20,26,11.1,1019,11,15.5, 51 
stampfenbachstrasse,24/04/2021,20:00:01,Clear sky,19,26,4,1019,N/A,16.1, 49 
stampfenbachstrasse,24/04/2021,21:00:01,Clear sky,19,26,4,1019,10,15.1, 47 
stampfenbachstrasse,24/04/2021,22:00:01,Few clouds,15,31,9.3,1019,N/A,14.9, 44 
stampfenbachstrasse,24/04/2021,23:00:01,Few clouds,15,31,9.3,1019,10,15.4, 41 
stampfenbachstrasse,25/04/2021,00:00:01,Scattered clouds,11,50,3.7,1019,N/A,19.7, 32 
stampfenbachstrasse,25/04/2021,01:00:01,Scattered clouds,11,50,3.7,1019,N/A,19.7, 32 
stampfenbachstrasse,25/04/2021,02:00:01,Few clouds,8,66,3.7,1020,N/A,19.7, 32 
stampfenbachstrasse,25/04/2021,03:00:01,Few clouds,8,66,3.7,1020,N/A,16.9, 28 
stampfenbachstrasse,25/04/2021,04:00:01,Few clouds,8,66,3.7,1020,N/A,18.2, 29 
stampfenbachstrasse,25/04/2021,05:00:02,Scattered clouds,6,70,2.9,1019,N/A,17.1, 16 
stampfenbachstrasse,25/04/2021,06:00:01,Scattered clouds,6,70,2.9,1019,12,N/A, 50 
stampfenbachstrasse,25/04/2021,07:00:02,Scattered clouds,6,70,2.9,1019,N/A,16.4, 31 
stampfenbachstrasse,25/04/2021,08:00:01,Scattered clouds,6,70,3,1020,N/A,16.7, 30 
stampfenbachstrasse,25/04/2021,09:00:01,Scattered clouds,6,70,3,1020,10,15.9, 41 
stampfenbachstrasse,25/04/2021,10:00:01,Broken clouds,10,50,3.7,1021,N/A,16.4, 30 
stampfenbachstrasse,25/04/2021,11:00:01,Broken clouds,10,50,3.7,1021,12,17, 50 
stampfenbachstrasse,25/04/2021,12:00:01,Broken clouds,13,44,3.7,1020,N/A,N/A, 34 
stampfenbachstrasse,25/04/2021,13:00:01,Broken clouds,13,44,3.7,1020,14,21.6, 55 
stampfenbachstrasse,25/04/2021,14:00:01,Broken clouds,17,39,7.4,1019,N/A,22, 42 
stampfenbachstrasse,25/04/2021,15:00:01,Broken clouds,17,39,7.4,1019,14,22.1, 55 
stampfenbachstrasse,25/04/2021,16:00:01,Few clouds,18,36,5.5,1019,N/A,19.9, 47 
stampfenbachstrasse,25/04/2021,17:00:01,Few clouds,18,36,5.5,1019,11,17.3, 48 
stampfenbachstrasse,25/04/2021,18:00:01,Few clouds,18,36,5.5,1019,N/A,17.3, 16 
stampfenbachstrasse,25/04/2021,19:00:01,Clear sky,18,29,13,1017,N/A,15, 48 
stampfenbachstrasse,25/04/2021,20:00:01,Clear sky,18,29,13,1017,8,13.9, 46 
stampfenbachstrasse,25/04/2021,21:00:01,Clear sky,18,29,13,1017,N/A,16.4, 45 
stampfenbachstrasse,25/04/2021,22:00:01,Few clouds,13,41,9.3,1017,N/A,15.5, 42 
stampfenbachstrasse,25/04/2021,23:00:01,Few clouds,13,41,9.3,1017,N/A,N/A, 40 
stampfenbachstrasse,26/04/2021,00:00:01,Broken clouds,12,47,13,1018,N/A,16.9, 38 
stampfenbachstrasse,26/04/2021,01:00:01,Broken clouds,12,47,13,1018,N/A,16.9, 38 
stampfenbachstrasse,26/04/2021,02:00:01,Broken clouds,11,40,7.4,1017,N/A,16.9, 38 
stampfenbachstrasse,26/04/2021,03:00:01,Broken clouds,11,40,7.4,1017,9,14.3, 37 
stampfenbachstrasse,26/04/2021,04:00:01,Few clouds,7,43,7.4,1016,N/A,12.8, 12 
stampfenbachstrasse,26/04/2021,05:00:01,Few clouds,7,43,7.4,1016,8,12.3, 35 
stampfenbachstrasse,26/04/2021,06:00:01,Few clouds,7,43,7.4,1016,N/A,12.1, 33 
stampfenbachstrasse,26/04/2021,07:00:01,Broken clouds,5,56,9.3,1015,N/A,13.1, 27 
stampfenbachstrasse,26/04/2021,08:00:01,Broken clouds,5,56,9.3,1015,9,14.1, 37 
stampfenbachstrasse,26/04/2021,09:00:01,Broken clouds,5,56,9.3,1015,N/A,18.7, 19 
stampfenbachstrasse,26/04/2021,10:00:01,Clear sky,7,61,5.5,1016,N/A,N/A, 20 
stampfenbachstrasse,26/04/2021,11:00:01,Clear sky,7,61,5.5,1016,12,17.5, 50 
stampfenbachstrasse,26/04/2021,12:00:01,Clear sky,7,61,5.5,1016,N/A,20.4, 22 
stampfenbachstrasse,26/04/2021,13:00:01,Broken clouds,12,50,9.3,1015,13,21.1, 53 
stampfenbachstrasse,26/04/2021,14:00:01,Broken clouds,12,50,9.3,1015,13,21.2, 53 
stampfenbachstrasse,26/04/2021,15:00:01,Clear sky,15,44,18.5,1014,N/A,22.6, 32 
stampfenbachstrasse,26/04/2021,16:00:02,Clear sky,15,44,18.5,1014,15,23.1, 57 
stampfenbachstrasse,26/04/2021,17:00:02,Clear sky,16,36,18.5,1012,N/A,22.9, 37 
stampfenbachstrasse,26/04/2021,18:00:02,Clear sky,16,36,18.5,1012,14,20.8, 55 
stampfenbachstrasse,26/04/2021,19:00:01,Clear sky,15,31,16.7,1010,N/A,20.3, 41 
stampfenbachstrasse,26/04/2021,20:00:02,Clear sky,15,31,16.7,1010,13,20.5, 53 
stampfenbachstrasse,26/04/2021,22:05:48,Broken clouds,14,31,13,1009,11,16.7, 45 
stampfenbachstrasse,26/04/2021,23:00:01,Broken clouds,14,31,13,1009,N/A,17.9, 36 
stampfenbachstrasse,27/04/2021,00:00:01,Broken clouds,10,37,5.5,1009,N/A,17.5, 37 
stampfenbachstrasse,27/04/2021,01:00:01,Broken clouds,10,37,5.5,1009,N/A,17.5, 37 
stampfenbachstrasse,27/04/2021,02:00:01,Broken clouds,7,46,3.7,1009,N/A,17.5, 37 
stampfenbachstrasse,27/04/2021,03:00:01,Broken clouds,7,46,3.7,1009,13,20.5, 53 
stampfenbachstrasse,27/04/2021,04:00:01,Broken clouds,6,43,5.5,1007,N/A,20.2, 34 
stampfenbachstrasse,27/04/2021,05:00:01,Broken clouds,6,43,5.5,1007,13,19.8, 53 
stampfenbachstrasse,27/04/2021,06:00:01,Broken clouds,4,56,9.3,1007,N/A,20.4, 29 
stampfenbachstrasse,27/04/2021,07:00:01,Broken clouds,4,56,9.3,1007,14,20.7, 55 
stampfenbachstrasse,27/04/2021,08:00:01,Clear sky,4,65,5.5,1007,N/A,21.7, 20 
stampfenbachstrasse,27/04/2021,09:00:01,Clear sky,4,65,5.5,1007,15,23.1, 57 
stampfenbachstrasse,27/04/2021,10:00:01,Clear sky,4,65,5.5,1007,N/A,22.7, 23 
stampfenbachstrasse,27/04/2021,11:00:01,Clear sky,9,50,5.5,1007,N/A,24.7, 24 
stampfenbachstrasse,27/04/2021,12:00:01,Clear sky,9,50,5.5,1007,N/A,25.7, 27 
stampfenbachstrasse,27/04/2021,13:00:01,Clear sky,9,50,5.5,1007,N/A,25.7, 29 
stampfenbachstrasse,27/04/2021,14:00:02,Clear sky,15,44,5.5,1006,17,25.5, 61 
stampfenbachstrasse,27/04/2021,15:00:01,Clear sky,15,44,5.5,1006,19,26.4, 65 
stampfenbachstrasse,27/04/2021,16:00:02,Clear sky,17,45,3.7,1005,N/A,27.6, 39 
stampfenbachstrasse,27/04/2021,17:00:01,Clear sky,17,45,3.7,1005,17,25.8, 61 
stampfenbachstrasse,27/04/2021,18:00:00,Few clouds,18,34,3.7,1004,N/A,21.2, 44 
stampfenbachstrasse,27/04/2021,19:00:02,Few clouds,18,34,3.7,1004,14,21, 55 
stampfenbachstrasse,27/04/2021,20:00:01,Few clouds,18,34,3.7,1004,N/A,N/A, 44 
stampfenbachstrasse,27/04/2021,21:00:01,Scattered clouds,16,41,9.3,1003,N/A,19.8, 44 
stampfenbachstrasse,27/04/2021,22:00:01,Scattered clouds,16,41,9.3,1003,13,19.7, 53 
stampfenbachstrasse,27/04/2021,23:00:02,Scattered clouds,16,41,9.3,1003,N/A,20.2, 41 
stampfenbachstrasse,28/04/2021,00:00:01,Few clouds,10,58,2.6,1004,N/A,19.5, 36 
stampfenbachstrasse,28/04/2021,01:00:01,Few clouds,10,58,2.6,1004,N/A,19.5, 36 
stampfenbachstrasse,28/04/2021,02:00:01,Few clouds,10,58,2.6,1004,N/A,19.5, 36 
stampfenbachstrasse,28/04/2021,03:00:01,Scattered clouds,6,70,3.7,1005,14,21.8, 55 
stampfenbachstrasse,28/04/2021,04:00:01,Scattered clouds,6,70,3.7,1005,N/A,22.1, 32 
stampfenbachstrasse,28/04/2021,05:00:01,Scattered clouds,6,70,3.7,1005,N/A,23.3, 31 
stampfenbachstrasse,28/04/2021,06:00:01,Broken clouds,6,71,2.4,1004,N/A,23.6, 29 
stampfenbachstrasse,28/04/2021,07:00:01,Broken clouds,6,71,2.4,1004,18,25.4, 63 
stampfenbachstrasse,28/04/2021,08:00:01,Broken clouds,7,71,1.8,1004,N/A,27.6, 25 
stampfenbachstrasse,28/04/2021,09:00:01,Broken clouds,7,71,1.8,1004,19,27.7, 65 
stampfenbachstrasse,28/04/2021,10:00:01,Broken clouds,9,66,1.8,1005,N/A,27, 25 
stampfenbachstrasse,28/04/2021,11:00:02,Broken clouds,9,66,1.8,1005,21,30.4, 70 
stampfenbachstrasse,28/04/2021,12:00:01,Scattered clouds,12,71,3.7,1006,N/A,N/A, 8 
stampfenbachstrasse,28/04/2021,13:00:02,Scattered clouds,12,71,3.7,1006,21,29, 70 
stampfenbachstrasse,28/04/2021,14:00:01,Scattered clouds,12,71,3.7,1006,N/A,25.4, 31 
stampfenbachstrasse,28/04/2021,15:00:01,Few clouds,18,36,9.3,1004,N/A,19.6, 38 
stampfenbachstrasse,28/04/2021,16:00:01,Few clouds,18,36,9.3,1004,11,16.8, 45 
stampfenbachstrasse,28/04/2021,17:00:02,Few clouds,18,36,9.3,1004,N/A,15.6, 43 
stampfenbachstrasse,28/04/2021,18:00:01,Broken clouds,19,32,9.3,1003,N/A,17.1, 42 
stampfenbachstrasse,28/04/2021,19:00:02,Broken clouds,19,32,9.3,1003,10,15.1, 41 
stampfenbachstrasse,28/04/2021,20:00:01,Few clouds,15,51,22.2,1003,N/A,19.6, 41 
stampfenbachstrasse,28/04/2021,21:00:01,Few clouds,15,51,22.2,1003,N/A,16.9, 15 
stampfenbachstrasse,28/04/2021,22:00:02,Broken clouds,12,72,27.8,1004,N/A,9.3, 36 
stampfenbachstrasse,28/04/2021,23:00:02,Broken clouds,12,72,27.8,1004,4,6.8, 35 
stampfenbachstrasse,29/04/2021,00:00:02,Broken clouds,10,93,11.1,1005,N/A,6, 32 
stampfenbachstrasse,29/04/2021,01:00:01,Broken clouds,10,93,11.1,1005,N/A,6, 32 
stampfenbachstrasse,29/04/2021,02:00:01,Broken clouds,10,87,3.7,1005,N/A,6, 32 
stampfenbachstrasse,29/04/2021,03:00:01,Broken clouds,10,87,3.7,1005,3,4.5, 31 
stampfenbachstrasse,29/04/2021,05:00:01,Rain,9,81,14.8,1006,N/A,4.8, 28 
stampfenbachstrasse,29/04/2021,06:00:01,Rain,9,81,14.8,1006,5,8.5, 31 
stampfenbachstrasse,29/04/2021,07:00:01,Rain,9,81,14.8,1006,N/A,9.4, 33 
stampfenbachstrasse,29/04/2021,08:00:01,Rain,8,93,7.4,1008,N/A,9.8, 28 
stampfenbachstrasse,29/04/2021,09:00:02,Rain,8,93,7.4,1008,6,9.4, 29 
stampfenbachstrasse,29/04/2021,10:00:02,Rain,9,81,13,1008,N/A,10.4, 25 
stampfenbachstrasse,29/04/2021,11:00:01,Rain,9,81,13,1008,N/A,12.7, 25 
stampfenbachstrasse,29/04/2021,12:00:01,Broken clouds,11,82,13,1008,N/A,11.5, 26 
stampfenbachstrasse,29/04/2021,13:00:01,Broken clouds,11,82,13,1008,11,15.7, 45 
stampfenbachstrasse,29/04/2021,14:00:01,Rain,11,76,13,1008,N/A,15.1, 30 
stampfenbachstrasse,29/04/2021,15:00:02,Rain,11,76,13,1008,12,18.3, 50 
stampfenbachstrasse,29/04/2021,16:00:02,Scattered clouds,12,67,13,1008,N/A,21.2, 19 
stampfenbachstrasse,29/04/2021,17:00:02,Scattered clouds,12,67,13,1008,12,18.3, 50 
stampfenbachstrasse,29/04/2021,18:00:02,Scattered clouds,12,67,13,1008,N/A,15.9, 30 
stampfenbachstrasse,29/04/2021,19:00:01,Broken clouds,12,67,13,1008,N/A,16.1, 29 
stampfenbachstrasse,29/04/2021,20:00:02,Broken clouds,12,67,13,1008,11,17.1, 45 
stampfenbachstrasse,29/04/2021,21:00:01,Broken clouds,10,87,9.3,1009,N/A,12.4, 23 
stampfenbachstrasse,29/04/2021,22:00:02,Broken clouds,10,87,9.3,1009,7,11, 29 
stampfenbachstrasse,29/04/2021,23:00:02,Broken clouds,10,87,9.3,1010,N/A,9.3, 26 
stampfenbachstrasse,30/04/2021,00:00:01,Broken clouds,10,87,9.3,1010,6,10.6, 25 
stampfenbachstrasse,30/04/2021,01:00:01,Broken clouds,9,93,3.7,1010,6,10.6, 25 
stampfenbachstrasse,30/04/2021,02:00:01,Broken clouds,9,93,3.7,1010,6,10.6, 25 
stampfenbachstrasse,30/04/2021,03:00:01,Broken clouds,9,87,3.7,1011,6,9.2, 25 
stampfenbachstrasse,30/04/2021,04:00:01,Broken clouds,9,87,3.7,1011,6,N/A, 25 
stampfenbachstrasse,30/04/2021,05:00:01,Broken clouds,9,76,1.8,1011,N/A,10.3, 9 
stampfenbachstrasse,30/04/2021,06:00:01,Broken clouds,9,76,1.8,1011,8,12.2, 33 
stampfenbachstrasse,30/04/2021,07:00:01,Broken clouds,9,76,1.8,1011,N/A,13, 29 
stampfenbachstrasse,30/04/2021,08:00:01,Broken clouds,9,76,1.8,1010,N/A,15.3, 24 
stampfenbachstrasse,30/04/2021,09:00:01,Broken clouds,9,76,1.8,1010,11,16.4, 45 
stampfenbachstrasse,30/04/2021,10:00:01,Broken clouds,11,71,7.4,1009,N/A,17.5, 25 
stampfenbachstrasse,30/04/2021,11:00:01,Broken clouds,11,71,7.4,1009,N/A,18.1, 25 
stampfenbachstrasse,30/04/2021,12:00:01,Few clouds,13,67,9.3,1009,N/A,17.3, 25 
stampfenbachstrasse,30/04/2021,13:00:01,Few clouds,13,67,9.3,1009,N/A,16.1, 25 
stampfenbachstrasse,30/04/2021,14:00:01,Few clouds,14,67,9.3,1008,N/A,16.7, 26 
stampfenbachstrasse,30/04/2021,15:00:01,Few clouds,14,67,9.3,1008,12,20.2, 50 
stampfenbachstrasse,30/04/2021,16:00:01,Rain,10,71,18.5,1010,N/A,22.6, 23 
stampfenbachstrasse,30/04/2021,17:00:01,Rain,10,71,18.5,1010,10,15.6, 41 
stampfenbachstrasse,30/04/2021,18:00:01,Rain,7,87,9.3,1011,N/A,9.4, 20 
stampfenbachstrasse,30/04/2021,19:00:01,Rain,7,87,9.3,1011,N/A,9, 8 
stampfenbachstrasse,30/04/2021,20:00:02,Rain,7,87,9.3,1011,N/A,8.5, 21 
stampfenbachstrasse,30/04/2021,21:00:02,Rain,6,93,11.1,1012,N/A,8.3, 21 
stampfenbachstrasse,30/04/2021,22:00:01,Rain,6,93,11.1,1012,N/A,7.8, 23 
stampfenbachstrasse,30/04/2021,23:00:01,Rain,6,93,3.7,1013,N/A,8.7, 21 
stampfenbachstrasse,01/05/2021,01:00:01,Rain,6,93,3.7,1014,N/A,N/A, 3 
stampfenbachstrasse,01/05/2021,02:00:01,Rain,6,93,3.7,1014,N/A,N/A, 3 
stampfenbachstrasse,01/05/2021,03:00:01,Broken clouds,6,93,5.5,1013,12,18.6, 50 
stampfenbachstrasse,01/05/2021,04:00:01,Broken clouds,6,93,5.5,1013,12,17.8, 50 
stampfenbachstrasse,01/05/2021,23:00:03,Rain,6,93,5.5,1010,N/A,9.1, 23 
stampfenbachstrasse,02/05/2021,00:00:03,Rain,6,93,5.5,1010,N/A,7.9, 26 
stampfenbachstrasse,02/05/2021,01:00:03,Rain,5,93,11.1,1012,N/A,7.9, 26 
stampfenbachstrasse,02/05/2021,02:00:03,Rain,5,93,11.1,1012,N/A,7.9, 26 
stampfenbachstrasse,02/05/2021,03:00:02,Rain,4,93,5.5,1013,N/A,4.8, 30 
stampfenbachstrasse,02/05/2021,04:00:02,Rain,4,93,5.5,1013,2,3.8, 30 
stampfenbachstrasse,02/05/2021,05:00:03,Rain,4,93,3.7,1014,N/A,N/A, 29 
stampfenbachstrasse,02/05/2021,06:00:03,Rain,4,93,3.7,1014,2,4, 28 
stampfenbachstrasse,02/05/2021,07:00:02,Rain,4,100,1.8,1015,N/A,4.2, 4 
stampfenbachstrasse,02/05/2021,08:00:02,Rain,4,100,1.8,1015,4,5.3, 27 
stampfenbachstrasse,02/05/2021,09:00:03,Rain,4,100,1.8,1015,N/A,7.1, 28 
stampfenbachstrasse,02/05/2021,10:00:03,Rain,5,87,5.5,1017,N/A,8.3, 32 
stampfenbachstrasse,02/05/2021,11:00:03,Rain,5,87,5.5,1017,4,7.5, 31 
stampfenbachstrasse,02/05/2021,12:00:03,Rain,5,87,5.5,1017,N/A,7.7, 31 
stampfenbachstrasse,02/05/2021,13:00:03,Broken clouds,7,87,7.4,1018,N/A,N/A, 28 
stampfenbachstrasse,02/05/2021,14:00:03,Broken clouds,7,87,7.4,1018,6,10.5, 30 
stampfenbachstrasse,02/05/2021,15:00:03,Broken clouds,7,87,7.4,1018,N/A,12.5, 33 
stampfenbachstrasse,02/05/2021,16:00:03,Broken clouds,6,87,24.1,1018,N/A,13.4, 32 
stampfenbachstrasse,02/05/2021,17:00:02,Broken clouds,6,87,24.1,1018,6,9.8, 34 
stampfenbachstrasse,02/05/2021,18:00:02,Broken clouds,7,71,3.7,1019,N/A,10.1, 9 
stampfenbachstrasse,02/05/2021,19:00:03,Broken clouds,7,71,3.7,1019,6,10.9, 34 
stampfenbachstrasse,02/05/2021,20:00:03,Rain,7,71,9.3,1019,N/A,12.8, 34 
stampfenbachstrasse,02/05/2021,21:00:03,Rain,7,71,9.3,1019,N/A,N/A, 34 
stampfenbachstrasse,02/05/2021,22:00:03,Broken clouds,5,93,7.4,1021,N/A,8.5, 32 
stampfenbachstrasse,02/05/2021,23:00:03,Broken clouds,5,93,7.4,1021,8,11.8, 33 
stampfenbachstrasse,03/05/2021,00:00:03,Broken clouds,5,93,7.4,1021,N/A,9.4, 32 
stampfenbachstrasse,03/05/2021,01:00:03,Broken clouds,4,93,1.8,1022,N/A,9.4, 32 
stampfenbachstrasse,03/05/2021,02:00:03,Broken clouds,4,93,1.8,1022,N/A,9.4, 32 
stampfenbachstrasse,03/05/2021,03:00:02,Broken clouds,4,93,1.8,1022,N/A,10.4, 31 
stampfenbachstrasse,03/05/2021,04:00:02,Broken clouds,3,93,5.5,1023,N/A,10.1, 31 
stampfenbachstrasse,03/05/2021,05:00:03,Broken clouds,3,93,5.5,1023,6,9.7, 26 
stampfenbachstrasse,03/05/2021,06:00:03,Broken clouds,3,93,5.5,1023,N/A,N/A, 19 
stampfenbachstrasse,03/05/2021,07:00:02,Mist,1,100,1.8,1023,N/A,11.3, 10 
stampfenbachstrasse,03/05/2021,08:00:02,Mist,1,100,1.8,1023,N/A,12, 11 
stampfenbachstrasse,03/05/2021,09:00:03,Mist,3,100,1.3,1024,N/A,15.8, 14 
stampfenbachstrasse,03/05/2021,10:00:03,Mist,3,100,1.3,1024,13,17.9, 53 
