time,temp,hum,PM1_pi,PM2.5_pi,PM10_pi,date
2021-04-24 15:45:16+02:00,22.6,28.5,7.23,10.89,14.25,2021-04-24 15:45:16+02:00
2021-04-24 15:50:21+02:00,22.6,29.2,2.02,2.23,2.23,2021-04-24 15:50:21+02:00
2021-04-24 15:55:16+02:00,22.6,29.1,5.39,5.93,5.93,2021-04-24 15:55:16+02:00
2021-04-24 16:00:16+02:00,22.6,28.8,12.69,29.07,46.42,2021-04-24 16:00:16+02:00
2021-04-24 16:05:16+02:00,22.7,29.0,6.62,10.57,14.33,2021-04-24 16:05:16+02:00
2021-04-24 16:10:17+02:00,22.7,28.4,2.36,4.6,6.89,2021-04-24 16:10:17+02:00
2021-04-24 16:15:16+02:00,22.7,29.2,7.63,17.55,28.07,2021-04-24 16:15:16+02:00
2021-04-24 16:20:16+02:00,22.8,28.3,2.08,6.55,11.44,2021-04-24 16:20:16+02:00
2021-04-24 16:25:17+02:00,22.7,28.8,5.98,17.91,30.92,2021-04-24 16:25:17+02:00
2021-04-24 16:30:17+02:00,22.9,29.0,4.04,4.45,4.45,2021-04-24 16:30:17+02:00
2021-04-24 16:35:18+02:00,22.9,29.1,4.71,5.19,5.19,2021-04-24 16:35:18+02:00
2021-04-24 16:40:17+02:00,22.9,29.0,6.87,20.14,34.6,2021-04-24 16:40:17+02:00
2021-04-24 16:45:17+02:00,22.7,29.1,3.37,3.71,3.71,2021-04-24 16:45:17+02:00
2021-04-24 16:50:16+02:00,22.7,28.4,7.89,15.44,23.2,2021-04-24 16:50:16+02:00
2021-04-24 16:55:16+02:00,22.7,29.1,4.71,5.19,5.19,2021-04-24 16:55:16+02:00
2021-04-24 17:00:16+02:00,22.6,28.9,5.39,5.93,5.93,2021-04-24 17:00:16+02:00
2021-04-24 17:05:16+02:00,22.6,28.8,5.58,15.14,25.48,2021-04-24 17:05:16+02:00
2021-04-24 17:10:17+02:00,22.3,27.7,5.88,9.39,12.74,2021-04-24 17:10:17+02:00
2021-04-24 17:20:16+02:00,22.4,27.9,6.21,15.59,25.64,2021-04-24 17:20:16+02:00
2021-04-24 17:25:16+02:00,22.6,28.3,4.53,7.88,11.2,2021-04-24 17:25:16+02:00
2021-04-24 17:30:16+02:00,22.7,28.8,5.47,14.34,23.91,2021-04-24 17:30:16+02:00
2021-04-24 17:35:17+02:00,22.6,28.4,4.04,4.45,4.45,2021-04-24 17:35:17+02:00
2021-04-24 17:40:16+02:00,22.4,28.1,6.28,20.01,35.06,2021-04-24 17:40:16+02:00
2021-04-24 17:45:21+02:00,22.4,26.6,5.8,8.83,11.64,2021-04-24 17:45:21+02:00
2021-04-24 17:50:16+02:00,22.3,26.4,6.3,8.38,10.03,2021-04-24 17:50:16+02:00
2021-04-24 17:55:17+02:00,22.3,27.2,2.69,2.97,2.97,2021-04-24 17:55:17+02:00
2021-04-24 18:00:16+02:00,22.3,26.3,1.69,3.89,6.22,2021-04-24 18:00:16+02:00
2021-04-24 18:05:16+02:00,22.1,25.9,3.68,9.79,16.39,2021-04-24 18:05:16+02:00
2021-04-24 18:10:19+02:00,21.9,26.1,2.91,8.42,14.42,2021-04-24 18:10:19+02:00
2021-04-24 18:15:16+02:00,21.9,26.1,1.69,3.89,6.22,2021-04-24 18:15:16+02:00
2021-04-24 18:20:17+02:00,22.0,26.2,3.01,9.06,15.67,2021-04-24 18:20:17+02:00
2021-04-24 18:25:16+02:00,22.0,26.7,3.93,11.56,19.87,2021-04-24 18:25:16+02:00
2021-04-24 18:30:17+02:00,22.0,27.0,6.38,12.81,19.47,2021-04-24 18:30:17+02:00
2021-04-24 18:35:17+02:00,21.8,27.2,5.31,9.35,13.36,2021-04-24 18:35:17+02:00
2021-04-24 18:40:16+02:00,21.8,27.8,3.2,10.4,18.3,2021-04-24 18:40:16+02:00
2021-04-24 18:45:16+02:00,21.8,27.8,3.91,7.51,11.19,2021-04-24 18:45:16+02:00
2021-04-24 18:50:16+02:00,21.7,27.8,5.99,17.95,31.0,2021-04-24 18:50:16+02:00
2021-04-24 18:55:16+02:00,21.7,28.0,2.52,5.7,9.07,2021-04-24 18:55:16+02:00
2021-04-24 19:00:16+02:00,21.7,28.0,3.37,3.71,3.71,2021-04-24 19:00:16+02:00
2021-04-24 19:05:16+02:00,21.5,29.7,2.61,6.3,10.23,2021-04-24 19:05:16+02:00
2021-04-24 19:10:17+02:00,21.5,29.1,3.12,5.96,8.86,2021-04-24 19:10:17+02:00
2021-04-24 19:15:16+02:00,21.3,29.2,2.69,2.97,2.97,2021-04-24 19:15:16+02:00
2021-04-24 19:20:16+02:00,21.3,29.8,6.2,11.6,17.08,2021-04-24 19:20:16+02:00
2021-04-24 19:25:17+02:00,21.2,29.9,3.37,3.71,3.71,2021-04-24 19:25:17+02:00
2021-04-24 19:30:16+02:00,21.1,31.0,2.36,4.6,6.89,2021-04-24 19:30:16+02:00
2021-04-24 19:35:16+02:00,21.0,31.4,3.91,7.51,11.19,2021-04-24 19:35:16+02:00
2021-04-24 19:40:16+02:00,20.9,31.9,3.37,3.71,3.71,2021-04-24 19:40:16+02:00
2021-04-24 19:45:19+02:00,20.8,32.8,7.41,8.16,8.16,2021-04-24 19:45:19+02:00
2021-04-24 19:50:16+02:00,20.8,32.8,3.57,5.13,6.5,2021-04-24 19:50:16+02:00
2021-04-24 19:55:17+02:00,20.6,32.6,3.09,9.67,16.87,2021-04-24 19:55:17+02:00
2021-04-24 20:00:17+02:00,20.5,33.1,3.37,3.71,3.71,2021-04-24 20:00:17+02:00
2021-04-24 20:05:16+02:00,20.5,33.5,5.85,17.0,29.14,2021-04-24 20:05:16+02:00
2021-04-24 20:10:16+02:00,20.4,33.8,7.43,20.08,33.76,2021-04-24 20:10:16+02:00
2021-04-24 20:15:16+02:00,20.2,35.1,5.06,11.54,18.39,2021-04-24 20:15:16+02:00
2021-04-24 20:20:17+02:00,19.9,36.0,4.5,7.64,10.72,2021-04-24 20:20:17+02:00
2021-04-24 20:25:16+02:00,19.7,36.6,8.08,8.9,8.9,2021-04-24 20:25:16+02:00
2021-04-24 20:30:16+02:00,19.5,37.2,8.63,16.63,24.82,2021-04-24 20:30:16+02:00
2021-04-24 20:35:16+02:00,19.3,37.7,2.06,6.41,11.18,2021-04-24 20:35:16+02:00
2021-04-24 20:40:17+02:00,19.2,37.2,4.06,8.5,13.13,2021-04-24 20:40:17+02:00
2021-04-24 20:45:16+02:00,19.0,37.6,8.06,24.47,42.4,2021-04-24 20:45:16+02:00
2021-04-24 20:50:16+02:00,18.9,37.4,7.58,13.31,19.01,2021-04-24 20:50:16+02:00
2021-04-24 20:55:16+02:00,18.8,37.9,2.69,2.97,2.97,2021-04-24 20:55:16+02:00
2021-04-24 21:00:17+02:00,18.7,38.2,4.54,7.95,11.34,2021-04-24 21:00:17+02:00
2021-04-24 21:05:16+02:00,18.4,37.6,3.43,8.06,12.99,2021-04-24 21:05:16+02:00
2021-04-24 21:10:16+02:00,18.3,38.2,2.69,2.97,2.97,2021-04-24 21:10:16+02:00
2021-04-24 21:15:16+02:00,18.2,38.6,4.98,14.87,25.67,2021-04-24 21:15:16+02:00
2021-04-24 21:20:19+02:00,18.0,38.6,5.8,8.83,11.64,2021-04-24 21:20:19+02:00
2021-04-24 21:25:17+02:00,18.0,38.6,4.85,14.03,24.01,2021-04-24 21:25:17+02:00
2021-04-24 21:30:17+02:00,17.7,39.3,4.98,7.04,8.83,2021-04-24 21:30:17+02:00
2021-04-24 21:35:21+02:00,17.7,39.6,3.88,7.29,10.76,2021-04-24 21:35:21+02:00
2021-04-24 21:40:19+02:00,17.6,38.9,4.04,4.45,4.45,2021-04-24 21:40:19+02:00
2021-04-24 21:45:16+02:00,17.6,39.0,4.04,8.38,12.91,2021-04-24 21:45:16+02:00
2021-04-24 21:50:16+02:00,17.5,39.2,5.76,16.41,27.98,2021-04-24 21:50:16+02:00
2021-04-24 21:55:16+02:00,17.2,39.5,8.01,20.17,33.23,2021-04-24 21:55:16+02:00
2021-04-24 22:00:17+02:00,17.2,39.9,2.69,2.97,2.97,2021-04-24 22:00:17+02:00
2021-04-24 22:05:16+02:00,16.9,39.9,6.61,14.45,22.69,2021-04-24 22:05:16+02:00
2021-04-24 22:10:16+02:00,17.0,39.8,6.54,10.02,13.25,2021-04-24 22:10:16+02:00
2021-04-24 22:15:17+02:00,16.9,39.3,7.82,18.89,30.7,2021-04-24 22:15:17+02:00
2021-04-24 22:20:16+02:00,16.8,40.7,11.65,17.96,23.86,2021-04-24 22:20:16+02:00
2021-04-24 22:25:16+02:00,16.8,40.9,4.04,4.45,4.45,2021-04-24 22:25:16+02:00
2021-04-24 22:30:16+02:00,16.9,39.0,6.2,11.6,17.08,2021-04-24 22:30:16+02:00
2021-04-24 22:35:17+02:00,17.0,39.8,2.85,8.01,13.6,2021-04-24 22:35:17+02:00
2021-04-24 22:40:17+02:00,17.0,39.3,5.3,9.27,13.22,2021-04-24 22:40:17+02:00
2021-04-24 22:45:16+02:00,16.7,40.2,3.9,7.39,10.96,2021-04-24 22:45:16+02:00
2021-04-24 22:50:16+02:00,16.7,40.1,4.76,9.46,14.3,2021-04-24 22:50:16+02:00
2021-04-24 22:55:17+02:00,16.2,39.9,5.1,7.91,10.54,2021-04-24 22:55:17+02:00
2021-04-24 23:00:19+02:00,16.3,40.3,3.57,5.13,6.5,2021-04-24 23:00:19+02:00
2021-04-24 23:05:17+02:00,16.3,40.3,6.49,9.7,12.62,2021-04-24 23:05:17+02:00
2021-04-24 23:10:16+02:00,16.0,40.2,4.71,5.19,5.19,2021-04-24 23:10:16+02:00
2021-04-24 23:15:16+02:00,16.0,39.9,10.77,11.87,11.87,2021-04-24 23:15:16+02:00
2021-04-24 23:20:19+02:00,16.1,41.0,10.45,21.44,32.85,2021-04-24 23:20:19+02:00
2021-04-24 23:25:17+02:00,16.1,41.0,5.14,12.12,19.53,2021-04-24 23:25:17+02:00
2021-04-24 23:30:22+02:00,16.0,40.5,16.2,22.01,26.79,2021-04-24 23:30:22+02:00
2021-04-24 23:35:16+02:00,16.1,40.8,7.5,12.72,17.85,2021-04-24 23:35:16+02:00
2021-04-24 23:40:17+02:00,15.8,41.1,4.47,11.38,18.8,2021-04-24 23:40:17+02:00
2021-04-24 23:45:16+02:00,15.7,41.1,5.14,12.08,19.46,2021-04-24 23:45:16+02:00
2021-04-24 23:50:16+02:00,15.6,41.9,4.94,10.66,16.67,2021-04-24 23:50:16+02:00
2021-04-24 23:55:17+02:00,15.6,41.0,3.37,3.71,3.71,2021-04-24 23:55:17+02:00
2021-04-25 00:05:16+02:00,15.5,41.2,5.39,5.93,5.93,2021-04-25 00:05:16+02:00
2021-04-25 00:10:21+02:00,15.3,40.8,3.6,5.31,6.86,2021-04-25 00:10:21+02:00
2021-04-25 00:15:17+02:00,15.3,40.8,5.69,11.99,18.57,2021-04-25 00:15:17+02:00
2021-04-25 00:20:17+02:00,15.3,42.0,6.73,7.42,7.42,2021-04-25 00:20:17+02:00
2021-04-25 00:25:16+02:00,15.3,41.0,2.54,5.81,9.27,2021-04-25 00:25:16+02:00
2021-04-25 00:30:17+02:00,15.1,41.2,4.76,9.46,14.3,2021-04-25 00:30:17+02:00
2021-04-25 00:35:17+02:00,14.9,41.5,3.12,5.96,8.86,2021-04-25 00:35:17+02:00
2021-04-25 00:40:21+02:00,15.1,41.2,4.27,9.99,16.08,2021-04-25 00:40:21+02:00
2021-04-25 00:45:16+02:00,15.1,41.1,3.37,3.71,3.71,2021-04-25 00:45:16+02:00
2021-04-25 00:50:16+02:00,15.0,41.1,5.35,9.59,13.85,2021-04-25 00:50:16+02:00
2021-04-25 00:55:19+02:00,14.7,41.7,2.02,2.23,2.23,2021-04-25 00:55:19+02:00
2021-04-25 01:00:16+02:00,14.7,41.7,4.71,5.19,5.19,2021-04-25 01:00:16+02:00
2021-04-25 01:05:16+02:00,14.5,41.8,6.73,7.42,7.42,2021-04-25 01:05:16+02:00
2021-04-25 01:10:17+02:00,14.5,41.5,9.33,13.68,17.59,2021-04-25 01:10:17+02:00
2021-04-25 01:15:16+02:00,14.3,40.6,8.41,15.13,21.87,2021-04-25 01:15:16+02:00
2021-04-25 01:20:16+02:00,14.5,42.3,8.42,15.2,22.01,2021-04-25 01:20:16+02:00
2021-04-25 01:25:17+02:00,14.3,42.2,6.28,8.18,9.64,2021-04-25 01:25:17+02:00
2021-04-25 01:30:17+02:00,14.3,41.0,7.93,11.79,15.31,2021-04-25 01:30:17+02:00
2021-04-25 01:35:16+02:00,14.3,41.6,6.69,18.92,32.2,2021-04-25 01:35:16+02:00
2021-04-25 01:40:17+02:00,14.2,41.5,7.22,14.74,22.55,2021-04-25 01:40:17+02:00
2021-04-25 01:45:17+02:00,13.9,41.5,4.37,6.74,8.96,2021-04-25 01:45:17+02:00
2021-04-25 01:50:17+02:00,13.9,42.3,5.26,12.95,21.17,2021-04-25 01:50:17+02:00
2021-04-25 01:55:16+02:00,13.6,42.5,3.13,5.98,8.89,2021-04-25 01:55:16+02:00
2021-04-25 02:00:16+02:00,13.4,43.7,5.39,5.93,5.93,2021-04-25 02:00:16+02:00
2021-04-25 02:05:16+02:00,13.0,44.0,2.66,6.68,11.0,2021-04-25 02:05:16+02:00
2021-04-25 02:10:16+02:00,13.2,43.3,9.36,17.81,26.44,2021-04-25 02:10:16+02:00
2021-04-25 02:15:17+02:00,13.6,41.9,2.69,2.97,2.97,2021-04-25 02:15:17+02:00
2021-04-25 02:20:16+02:00,13.6,43.2,7.05,13.57,20.23,2021-04-25 02:20:16+02:00
2021-04-25 02:25:19+02:00,13.4,43.3,4.71,5.19,5.19,2021-04-25 02:25:19+02:00
2021-04-25 02:30:16+02:00,13.4,43.3,2.02,2.23,2.23,2021-04-25 02:30:16+02:00
2021-04-25 02:35:16+02:00,13.4,42.9,4.04,4.45,4.45,2021-04-25 02:35:16+02:00
2021-04-25 02:40:19+02:00,13.4,44.3,8.17,13.48,18.63,2021-04-25 02:40:19+02:00
2021-04-25 02:45:16+02:00,13.4,44.3,10.95,32.74,56.53,2021-04-25 02:45:16+02:00
2021-04-25 02:50:17+02:00,13.2,43.6,5.62,7.52,9.06,2021-04-25 02:50:17+02:00
2021-04-25 02:55:16+02:00,13.3,44.2,6.73,7.42,7.42,2021-04-25 02:55:16+02:00
2021-04-25 03:00:16+02:00,13.3,45.4,3.91,7.51,11.19,2021-04-25 03:00:16+02:00
2021-04-25 03:05:22+02:00,13.2,44.4,4.71,5.19,5.19,2021-04-25 03:05:22+02:00
2021-04-25 03:10:16+02:00,13.2,44.4,9.46,22.37,36.13,2021-04-25 03:10:16+02:00
2021-04-25 03:15:16+02:00,13.2,44.7,11.36,19.88,28.35,2021-04-25 03:15:16+02:00
2021-04-25 03:25:17+02:00,13.1,45.9,3.73,6.2,8.61,2021-04-25 03:25:17+02:00
2021-04-25 03:30:16+02:00,12.7,45.7,3.99,8.03,12.21,2021-04-25 03:30:16+02:00
2021-04-25 03:35:16+02:00,12.8,45.6,9.02,15.41,21.7,2021-04-25 03:35:16+02:00
2021-04-25 03:40:16+02:00,12.4,45.2,5.24,16.69,29.25,2021-04-25 03:40:16+02:00
2021-04-25 03:45:18+02:00,12.6,44.8,9.42,10.38,10.38,2021-04-25 03:45:18+02:00
2021-04-25 03:50:16+02:00,12.6,44.7,4.71,5.19,5.19,2021-04-25 03:50:16+02:00
2021-04-25 03:55:16+02:00,12.4,45.8,6.01,14.22,22.95,2021-04-25 03:55:16+02:00
2021-04-25 04:00:16+02:00,12.3,47.0,3.49,8.49,13.84,2021-04-25 04:00:16+02:00
2021-04-25 04:05:16+02:00,12.4,46.3,4.46,11.27,18.58,2021-04-25 04:05:16+02:00
2021-04-25 04:10:19+02:00,12.2,46.2,6.18,19.28,33.64,2021-04-25 04:10:19+02:00
2021-04-25 04:15:16+02:00,12.2,46.2,9.02,19.38,30.25,2021-04-25 04:15:16+02:00
2021-04-25 04:20:17+02:00,12.1,47.2,5.99,14.06,22.65,2021-04-25 04:20:17+02:00
2021-04-25 04:25:16+02:00,12.1,47.4,5.23,8.76,12.22,2021-04-25 04:25:16+02:00
2021-04-25 04:30:16+02:00,11.9,48.1,7.65,21.6,36.76,2021-04-25 04:30:16+02:00
2021-04-25 04:35:17+02:00,11.9,48.3,2.36,4.6,6.89,2021-04-25 04:35:17+02:00
2021-04-25 04:40:22+02:00,12.0,47.9,10.0,30.06,51.97,2021-04-25 04:40:22+02:00
2021-04-25 04:50:17+02:00,11.8,48.9,9.05,23.51,39.08,2021-04-25 04:50:17+02:00
2021-04-25 04:55:17+02:00,11.8,48.5,4.68,8.86,13.13,2021-04-25 04:55:17+02:00
2021-04-25 05:00:17+02:00,11.7,48.7,1.35,1.48,1.48,2021-04-25 05:00:17+02:00
2021-04-25 05:10:16+02:00,11.7,48.9,6.06,6.68,6.68,2021-04-25 05:10:16+02:00
2021-04-25 05:15:16+02:00,11.5,49.7,3.9,7.4,10.98,2021-04-25 05:15:16+02:00
2021-04-25 05:20:16+02:00,11.4,49.8,5.28,9.1,12.89,2021-04-25 05:20:16+02:00
2021-04-25 05:25:17+02:00,11.5,49.0,8.95,18.88,29.25,2021-04-25 05:25:17+02:00
2021-04-25 05:30:16+02:00,11.5,49.3,2.36,4.6,6.89,2021-04-25 05:30:16+02:00
2021-04-25 05:35:16+02:00,11.4,50.1,7.8,10.93,13.61,2021-04-25 05:35:16+02:00
2021-04-25 05:40:16+02:00,11.3,49.6,14.72,23.54,31.96,2021-04-25 05:40:16+02:00
2021-04-25 05:45:17+02:00,11.2,50.3,2.02,2.23,2.23,2021-04-25 05:45:17+02:00
2021-04-25 05:50:17+02:00,11.1,49.4,3.37,3.71,3.71,2021-04-25 05:50:17+02:00
2021-04-25 05:55:16+02:00,11.2,49.6,7.39,19.83,33.27,2021-04-25 05:55:16+02:00
2021-04-25 06:00:16+02:00,11.2,49.1,5.08,11.68,18.67,2021-04-25 06:00:16+02:00
2021-04-25 06:05:16+02:00,11.3,49.3,2.85,8.01,13.6,2021-04-25 06:05:16+02:00
2021-04-25 06:10:17+02:00,11.3,50.7,2.36,4.6,6.89,2021-04-25 06:10:17+02:00
2021-04-25 06:15:16+02:00,11.3,49.7,7.39,23.77,41.74,2021-04-25 06:15:16+02:00
2021-04-25 06:20:16+02:00,11.3,49.7,5.15,8.22,11.14,2021-04-25 06:20:16+02:00
2021-04-25 06:25:17+02:00,11.0,49.7,5.29,9.22,13.12,2021-04-25 06:25:17+02:00
2021-04-25 06:30:16+02:00,11.0,50.1,7.25,11.03,14.52,2021-04-25 06:30:16+02:00
2021-04-25 06:35:16+02:00,11.0,49.9,3.82,10.77,18.32,2021-04-25 06:35:16+02:00
2021-04-25 06:40:16+02:00,10.9,49.9,7.59,21.25,36.06,2021-04-25 06:40:16+02:00
2021-04-25 06:45:17+02:00,11.0,49.6,5.94,17.61,30.35,2021-04-25 06:45:17+02:00
2021-04-25 06:50:17+02:00,10.9,50.0,2.91,8.42,14.42,2021-04-25 06:50:17+02:00
2021-04-25 06:55:16+02:00,11.0,49.9,10.21,19.78,29.59,2021-04-25 06:55:16+02:00
2021-04-25 07:00:16+02:00,10.9,50.2,2.66,6.68,11.0,2021-04-25 07:00:16+02:00
2021-04-25 07:05:17+02:00,10.8,50.5,6.95,16.76,27.23,2021-04-25 07:05:17+02:00
2021-04-25 07:10:17+02:00,10.8,50.6,6.75,11.45,16.07,2021-04-25 07:10:17+02:00
2021-04-25 07:15:16+02:00,10.8,50.0,3.26,6.9,10.71,2021-04-25 07:15:16+02:00
2021-04-25 07:20:16+02:00,10.8,50.0,6.06,6.68,6.68,2021-04-25 07:20:16+02:00
2021-04-25 07:25:18+02:00,10.8,49.9,3.39,7.78,12.44,2021-04-25 07:25:18+02:00
2021-04-25 07:30:19+02:00,11.0,49.8,9.42,10.38,10.38,2021-04-25 07:30:19+02:00
2021-04-25 07:35:17+02:00,11.0,49.8,1.35,1.48,1.48,2021-04-25 07:35:17+02:00
2021-04-25 07:40:17+02:00,10.8,50.1,3.22,6.59,10.1,2021-04-25 07:40:17+02:00
2021-04-25 07:45:16+02:00,11.1,49.7,3.26,10.81,19.12,2021-04-25 07:45:16+02:00
2021-04-25 07:50:17+02:00,11.5,48.5,2.02,2.23,2.23,2021-04-25 07:50:17+02:00
2021-04-25 07:55:16+02:00,12.8,47.0,4.04,4.45,4.45,2021-04-25 07:55:16+02:00
2021-04-25 08:00:16+02:00,12.2,47.2,6.39,16.83,28.09,2021-04-25 08:00:16+02:00
2021-04-25 08:05:16+02:00,12.0,47.4,6.77,15.56,24.88,2021-04-25 08:05:16+02:00
2021-04-25 08:10:22+02:00,11.9,48.1,5.3,13.22,21.7,2021-04-25 08:10:22+02:00
2021-04-25 08:15:16+02:00,11.9,48.1,5.85,17.0,29.14,2021-04-25 08:15:16+02:00
2021-04-25 08:20:24+02:00,11.9,47.7,5.41,10.02,14.69,2021-04-25 08:20:24+02:00
2021-04-25 08:25:19+02:00,11.9,47.7,5.36,13.61,22.47,2021-04-25 08:25:19+02:00
2021-04-25 08:30:16+02:00,12.0,47.7,4.94,10.66,16.67,2021-04-25 08:30:16+02:00
2021-04-25 08:35:16+02:00,12.2,47.8,3.31,11.14,19.77,2021-04-25 08:35:16+02:00
2021-04-25 08:40:19+02:00,12.4,47.5,4.21,9.59,15.28,2021-04-25 08:40:19+02:00
2021-04-25 08:45:16+02:00,12.4,47.4,3.43,8.06,12.99,2021-04-25 08:45:16+02:00
2021-04-25 08:50:22+02:00,14.0,44.4,5.76,8.54,11.06,2021-04-25 08:50:22+02:00
2021-04-25 08:55:16+02:00,14.6,42.6,1.69,3.89,6.22,2021-04-25 08:55:16+02:00
2021-04-25 09:00:16+02:00,14.7,42.3,5.32,13.3,21.87,2021-04-25 09:00:16+02:00
2021-04-25 09:05:17+02:00,14.8,42.6,6.77,11.59,16.34,2021-04-25 09:05:17+02:00
2021-04-25 09:10:17+02:00,15.7,41.0,4.71,5.19,5.19,2021-04-25 09:10:17+02:00
2021-04-25 09:15:16+02:00,16.6,39.8,6.06,6.68,6.68,2021-04-25 09:15:16+02:00
2021-04-25 09:20:16+02:00,17.3,38.6,11.75,34.34,58.96,2021-04-25 09:20:16+02:00
2021-04-25 09:25:16+02:00,18.1,37.5,4.76,9.46,14.3,2021-04-25 09:25:16+02:00
2021-04-25 09:30:17+02:00,17.1,37.9,8.75,9.64,9.64,2021-04-25 09:30:17+02:00
2021-04-25 09:35:16+02:00,18.2,37.3,5.88,9.39,12.73,2021-04-25 09:35:16+02:00
2021-04-25 09:40:16+02:00,17.9,36.8,7.8,10.93,13.61,2021-04-25 09:40:16+02:00
2021-04-25 09:45:16+02:00,19.4,34.1,1.35,1.48,1.48,2021-04-25 09:45:16+02:00
2021-04-25 09:50:17+02:00,18.1,35.2,5.75,12.39,19.36,2021-04-25 09:50:17+02:00
2021-04-25 09:55:17+02:00,19.7,33.5,6.95,8.94,10.41,2021-04-25 09:55:17+02:00
2021-04-25 10:00:16+02:00,19.8,33.8,7.32,11.51,15.48,2021-04-25 10:00:16+02:00
2021-04-25 10:05:16+02:00,20.4,33.2,13.06,23.82,34.67,2021-04-25 10:05:16+02:00
2021-04-25 10:10:17+02:00,20.9,31.6,7.19,10.59,13.67,2021-04-25 10:10:17+02:00
2021-04-25 10:15:16+02:00,18.8,34.3,5.36,13.61,22.47,2021-04-25 10:15:16+02:00
2021-04-25 10:20:16+02:00,21.5,30.8,7.44,12.31,17.04,2021-04-25 10:20:16+02:00
2021-04-25 10:25:17+02:00,19.8,32.3,7.31,11.45,15.36,2021-04-25 10:25:17+02:00
2021-04-25 10:30:18+02:00,22.9,30.5,6.28,8.18,9.64,2021-04-25 10:30:18+02:00
2021-04-25 10:35:17+02:00,22.9,30.5,5.38,9.79,14.23,2021-04-25 10:35:17+02:00
2021-04-25 10:40:16+02:00,22.7,29.8,7.02,13.35,19.81,2021-04-25 10:40:16+02:00
2021-04-25 10:45:21+02:00,23.4,29.0,4.52,15.6,27.82,2021-04-25 10:45:21+02:00
2021-04-25 10:50:16+02:00,23.4,29.0,9.68,27.85,47.63,2021-04-25 10:50:16+02:00
2021-04-25 10:55:16+02:00,22.7,29.1,5.28,9.11,12.9,2021-04-25 10:55:16+02:00
2021-04-25 11:00:17+02:00,23.6,28.4,7.42,16.11,25.23,2021-04-25 11:00:17+02:00
2021-04-25 11:05:16+02:00,23.2,29.1,5.75,12.39,19.36,2021-04-25 11:05:16+02:00
2021-04-25 11:10:16+02:00,24.3,28.3,9.42,10.38,10.38,2021-04-25 11:10:16+02:00
2021-04-25 11:15:21+02:00,23.9,28.7,6.5,13.64,21.09,2021-04-25 11:15:21+02:00
2021-04-25 11:20:16+02:00,23.9,28.7,14.73,19.66,23.6,2021-04-25 11:20:16+02:00
2021-04-25 11:25:16+02:00,21.4,30.9,16.39,27.3,37.92,2021-04-25 11:25:16+02:00
2021-04-25 11:30:17+02:00,22.1,29.4,6.87,12.29,17.72,2021-04-25 11:30:17+02:00
2021-04-25 11:35:16+02:00,21.5,30.0,9.07,11.86,14.01,2021-04-25 11:35:16+02:00
2021-04-25 11:40:17+02:00,22.5,30.4,4.5,7.64,10.72,2021-04-25 11:40:17+02:00
2021-04-25 11:45:17+02:00,23.2,29.1,2.69,2.97,2.97,2021-04-25 11:45:17+02:00
2021-04-25 11:50:16+02:00,22.7,29.5,8.08,8.9,8.9,2021-04-25 11:50:16+02:00
2021-04-25 11:55:16+02:00,23.2,29.8,10.1,11.13,11.13,2021-04-25 11:55:16+02:00
2021-04-25 12:00:16+02:00,23.8,29.8,8.08,8.9,8.9,2021-04-25 12:00:16+02:00
2021-04-25 12:05:17+02:00,22.9,29.8,8.22,13.79,19.25,2021-04-25 12:05:17+02:00
2021-04-25 12:10:16+02:00,23.6,29.6,8.49,23.54,39.86,2021-04-25 12:10:16+02:00
2021-04-25 12:15:18+02:00,24.2,27.9,16.29,30.52,44.97,2021-04-25 12:15:18+02:00
2021-04-25 12:20:17+02:00,25.0,29.2,11.29,23.34,35.87,2021-04-25 12:20:17+02:00
2021-04-25 12:25:16+02:00,24.6,27.9,6.73,7.42,7.42,2021-04-25 12:25:16+02:00
2021-04-25 12:30:16+02:00,25.8,27.5,18.37,5.9350000000000005,64.85,2021-04-25 12:30:16+02:00
2021-04-25 12:35:16+02:00,26.1,27.2,4.04,4.45,4.45,2021-04-25 12:35:16+02:00
2021-04-25 12:40:16+02:00,26.0,28.2,8.56,20.06,32.29,2021-04-25 12:40:16+02:00
2021-04-25 12:45:17+02:00,23.5,28.7,7.32,11.49,15.43,2021-04-25 12:45:17+02:00
2021-04-25 12:50:16+02:00,21.7,30.9,5.11,11.87,19.04,2021-04-25 12:50:16+02:00
2021-04-25 12:55:16+02:00,23.4,29.3,11.84,15.36,18.03,2021-04-25 12:55:16+02:00
2021-04-25 13:00:26+02:00,22.6,29.9,13.52,30.9,49.32,2021-04-25 13:00:26+02:00
2021-04-25 13:05:17+02:00,22.6,29.9,11.15,18.39,25.43,2021-04-25 13:05:17+02:00
2021-04-25 13:10:17+02:00,23.5,29.1,7.43,24.02,42.24,2021-04-25 13:10:17+02:00
2021-04-25 13:15:16+02:00,23.2,28.9,7.96,23.76,41.0,2021-04-25 13:15:16+02:00
2021-04-25 13:20:16+02:00,22.1,30.0,5.31,9.35,13.36,2021-04-25 13:20:16+02:00
2021-04-25 13:25:16+02:00,22.6,29.3,10.53,18.01,25.39,2021-04-25 13:25:16+02:00
2021-04-25 13:30:16+02:00,21.8,29.8,4.04,4.45,4.45,2021-04-25 13:30:16+02:00
2021-04-25 13:35:19+02:00,23.2,30.3,4.04,4.45,4.45,2021-04-25 13:35:19+02:00
